"year","name","value"
1989,"Jan-Feb ice",-0.236194791952674
1989,"Mar-Apr ice",-1.38515145203331
1990,"Jan-Feb ice",0.635518946939135
1990,"Mar-Apr ice",0.494284517773039
1991,"Jan-Feb ice",0.930798901546754
1991,"Mar-Apr ice",0.945755612681131
1992,"Jan-Feb ice",0.444689682169699
1992,"Mar-Apr ice",1.25658941179112
1993,"Jan-Feb ice",0.119206067689815
1993,"Mar-Apr ice",0.135242764367601
1994,"Jan-Feb ice",-0.233199025540337
1994,"Mar-Apr ice",0.928789114279746
1995,"Jan-Feb ice",1.03666827137617
1995,"Mar-Apr ice",1.15501590186296
1996,"Jan-Feb ice",-0.333488360859311
1996,"Mar-Apr ice",-0.92668057340851
1997,"Jan-Feb ice",0.199825130423341
1997,"Mar-Apr ice",0.422540047110476
1998,"Jan-Feb ice",1.23123311767504
1998,"Mar-Apr ice",0.0671101873556846
1999,"Jan-Feb ice",0.403912552292315
1999,"Mar-Apr ice",0.86313593713425
2000,"Jan-Feb ice",1.08736207076851
2000,"Mar-Apr ice",-0.15025972238695
2001,"Jan-Feb ice",-1.57680476032454
2001,"Mar-Apr ice",-0.916066665325702
2002,"Jan-Feb ice",1.57899737646742
2002,"Mar-Apr ice",-0.494958351714445
2003,"Jan-Feb ice",-0.395961841053155
2003,"Mar-Apr ice",-0.515393951333455
2004,"Jan-Feb ice",-0.404655391748105
2004,"Mar-Apr ice",-0.211987154881723
2005,"Jan-Feb ice",-0.781227648181359
2005,"Mar-Apr ice",-0.199950938672726
2006,"Jan-Feb ice",1.11099134845698
2006,"Mar-Apr ice",0.0150327994866878
2007,"Jan-Feb ice",0.134884576568997
2007,"Mar-Apr ice",0.423760700717578
2008,"Jan-Feb ice",0.42217946901325
2008,"Mar-Apr ice",1.62069323482369
2009,"Jan-Feb ice",1.25372479906929
2009,"Mar-Apr ice",0.79493252586149
2010,"Jan-Feb ice",0.740274810827212
2010,"Mar-Apr ice",1.42932181665939
2011,"Jan-Feb ice",0.0153160038042613
2011,"Mar-Apr ice",-0.149855898452475
2012,"Jan-Feb ice",1.29776808002207
2012,"Mar-Apr ice",1.74361581092041
2013,"Jan-Feb ice",0.847478654731031
2013,"Mar-Apr ice",1.1992902318653
2014,"Jan-Feb ice",-0.619529740742295
2014,"Mar-Apr ice",-0.348658272536659
2015,"Jan-Feb ice",-1.23302881064456
2015,"Mar-Apr ice",-0.36577924063714
2016,"Jan-Feb ice",-1.28419421809105
2016,"Mar-Apr ice",-0.674873805492579
2017,"Jan-Feb ice",-1.17632175889214
2017,"Mar-Apr ice",-0.535064191701873
2018,"Jan-Feb ice",-1.87704171398348
2018,"Mar-Apr ice",-2.30160356079541
2019,"Jan-Feb ice",-1.35129664030951
2019,"Mar-Apr ice",-2.43077325221455
2020,"Jan-Feb ice",-0.252777348030246
2020,"Mar-Apr ice",-0.746696430664346
2021,"Jan-Feb ice",-0.639421584482349
2021,"Mar-Apr ice",-0.5849980206626
2022,"Jan-Feb ice",0.49315092247753
2022,"Mar-Apr ice",-0.130146444789088
2023,"Jan-Feb ice",-0.136985547879397
2023,"Mar-Apr ice",-0.267195428401985
2024,"Jan-Feb ice",-0.316672113477608
2024,"Mar-Apr ice",0.0663295788038437
2025,"Jan-Feb ice",-1.13517948612673
2025,"Mar-Apr ice",-0.22534683738886
