"","YEAR","SPECIES","DISTRICT","SIZE_5MM","denom","num","PROP_MATURE"
"603",2013,"SNOW","ALL",97.5,1888.89303932768,1083.39424261347,0.573560397575019
"604",2013,"SNOW","ALL",102.5,1466.78133475736,1052.40407568498,0.717492137885075
"605",2013,"SNOW","ALL",107.5,960.66440027753,806.725061677264,0.839757423554163
"606",2013,"SNOW","ALL",112.5,563.968640140601,493.399306220638,0.874870109972126
"607",2013,"SNOW","ALL",117.5,348.244073881385,313.793320986485,0.901072967269978
"608",2013,"SNOW","ALL",122.5,195.105092723836,182.313639584407,0.934438138129305
"609",2013,"SNOW","ALL",127.5,81.054700219294,78.4487612071321,0.967849624943261
"610",2013,"SNOW","ALL",132.5,19.6139033385156,19.3322652993412,0.985640897973565
"611",2013,"SNOW","ALL",137.5,15.4448687429244,14.9288990027465,0.966592805107889
"612",2013,"SNOW","ALL",142.5,1.13513509922065,1.13207660554355,0.997305612627779
"613",2015,"SNOW","ALL",12.5,458.413865602848,0.0225934563172659,4.92861538722304e-05
"614",2015,"SNOW","ALL",17.5,4625.60255584128,0.23508972126871,5.08235885877907e-05
"615",2015,"SNOW","ALL",22.5,8495.50440705838,1.63794544095277,0.00019280143502626
"616",2015,"SNOW","ALL",27.5,26174.9923185654,10.8253802854599,0.000413577209639969
"617",2015,"SNOW","ALL",32.5,49861.7961103538,46.8801277849991,0.000940201345359569
"618",2015,"SNOW","ALL",37.5,43693.8624071064,153.667824557437,0.00351692013687589
"619",2015,"SNOW","ALL",42.5,20948.3024250882,317.361742744341,0.0151497594556521
"620",2015,"SNOW","ALL",47.5,8887.58224197107,412.29489292165,0.0463899946798368
"621",2015,"SNOW","ALL",52.5,5951.91070027775,669.069736096262,0.112412596523842
"622",2015,"SNOW","ALL",57.5,5695.6821564088,1120.95883297947,0.196808530075395
"623",2015,"SNOW","ALL",62.5,5202.42671496254,1332.90656520625,0.256208619214706
"624",2015,"SNOW","ALL",67.5,3992.68459050269,1211.58816943141,0.303452011289193
"625",2015,"SNOW","ALL",72.5,2961.39418750333,1060.08915646815,0.357969621518666
"626",2015,"SNOW","ALL",77.5,2678.55221191589,1115.18759489225,0.416339689004826
"627",2015,"SNOW","ALL",82.5,2675.83111271498,1130.58566497529,0.422517572055647
"628",2015,"SNOW","ALL",87.5,1566.04456022641,721.632750602898,0.460799627884516
"629",2015,"SNOW","ALL",92.5,1108.56257512193,549.180540692038,0.49539877406707
"630",2015,"SNOW","ALL",97.5,878.213858681814,576.406685498734,0.656339773963384
"631",2015,"SNOW","ALL",102.5,555.909638294906,454.354750862431,0.817317635031539
"632",2015,"SNOW","ALL",107.5,395.318734732628,356.330939279742,0.90137630213945
"633",2015,"SNOW","ALL",112.5,259.509074467628,243.917888610198,0.939920459855151
"634",2015,"SNOW","ALL",117.5,276.704225497698,260.104670385742,0.940009751993851
"635",2015,"SNOW","ALL",122.5,241.252369740556,229.453716999106,0.951094147783343
"636",2015,"SNOW","ALL",127.5,153.679109554053,149.190210111637,0.970790438235604
"637",2015,"SNOW","ALL",132.5,55.5436450306938,54.5307596573186,0.981764153706235
"638",2015,"SNOW","ALL",137.5,13.2756947826018,13.1275608772032,0.988841721068132
"639",2015,"SNOW","ALL",142.5,2.2702701984413,2.25221356564818,0.992046482922817
"640",2017,"SNOW","ALL",7.5,60.6574989730872,9.08375242960012e-05,1.49754813228129e-06
"641",2017,"SNOW","ALL",12.5,607.949735235805,0.0327355564401425,5.38458272828186e-05
"642",2017,"SNOW","ALL",17.5,1719.60968302367,0.413077217548789,0.000240215684772405
"643",2017,"SNOW","ALL",22.5,1206.78512127849,0.165520304011753,0.000137158058293259
"644",2017,"SNOW","ALL",27.5,17960.4629719639,6.85919233054505,0.000381905095723432
"645",2017,"SNOW","ALL",32.5,46799.9740240097,56.7020417122216,0.00121158276034794
"646",2017,"SNOW","ALL",37.5,53049.0993506732,392.321330057645,0.00739543809149827
"647",2017,"SNOW","ALL",42.5,88973.9403951664,2280.281156157,0.0256286407686275
"648",2017,"SNOW","ALL",47.5,48293.8546791496,3253.97793064627,0.0673787162417403
"649",2017,"SNOW","ALL",52.5,25377.1295312923,3951.99689806416,0.155730650828376
"650",2017,"SNOW","ALL",57.5,21285.062668113,5012.02314049367,0.235471382849257
"651",2017,"SNOW","ALL",62.5,15530.8002630238,4632.16355365301,0.298256591753446
"652",2017,"SNOW","ALL",67.5,8310.12043293417,3136.38575697832,0.377417605712233
"653",2017,"SNOW","ALL",72.5,5972.32379730901,2429.42137698862,0.406779916735804
"654",2017,"SNOW","ALL",77.5,4921.64660804156,2239.26429340472,0.454982746982677
"655",2017,"SNOW","ALL",82.5,2807.25836171585,1302.90333190834,0.464119494549116
"656",2017,"SNOW","ALL",87.5,1617.49102094861,937.744850514395,0.579752739501721
"657",2017,"SNOW","ALL",92.5,718.329194246842,454.634659699339,0.632905725314445
"658",2017,"SNOW","ALL",97.5,835.296417584933,647.452478192058,0.775117029789278
"659",2017,"SNOW","ALL",102.5,662.403468869369,581.015084755329,0.877131706068874
"660",2017,"SNOW","ALL",107.5,459.566853052744,436.159781355026,0.949067101897725
"661",2017,"SNOW","ALL",112.5,307.109435231288,300.407174658927,0.978176311752476
"662",2017,"SNOW","ALL",117.5,153.231478680574,151.523890941199,0.988856155705874
"663",2017,"SNOW","ALL",122.5,63.8866278199159,63.3366113930565,0.991390742544593
"664",2017,"SNOW","ALL",127.5,28.5337312050601,28.4439652486749,0.996854040723237
"665",2017,"SNOW","ALL",132.5,3.50609318021216,3.50067873865913,0.998455705175323
"666",2017,"SNOW","ALL",137.5,1.1517941699796,1.15112758664841,0.999421265232489
"667",2017,"SNOW","ALL",142.5,1.13513509922065,1.13449616235496,0.99943712702908
"668",2018,"SNOW","ALL",7.5,714.963268070891,0.0097708642302071,1.3666246458466e-05
"669",2018,"SNOW","ALL",12.5,305.443286216388,0.00336074451479272,1.10028429710249e-05
"670",2018,"SNOW","ALL",17.5,202.5585556792,0.109034929028428,0.000538288440410835
"671",2018,"SNOW","ALL",22.5,1439.93847120024,0.724064595537889,0.000502844121481354
"672",2018,"SNOW","ALL",27.5,6433.64575148573,7.87348997942252,0.00122379911539337
"673",2018,"SNOW","ALL",32.5,3478.03278106994,8.08332228379009,0.00232410756097113
"674",2018,"SNOW","ALL",37.5,21420.3641957584,202.467550538279,0.00945210588802086
"675",2018,"SNOW","ALL",42.5,54824.9944773186,1741.77399551962,0.0317697067209045
"676",2018,"SNOW","ALL",47.5,62254.499168157,5524.24785243686,0.0887365238858512
"677",2018,"SNOW","ALL",52.5,77027.6368892013,14753.5405416458,0.191535676511376
"678",2018,"SNOW","ALL",57.5,61176.1568203114,18321.9062292362,0.299494234053505
"679",2018,"SNOW","ALL",62.5,43124.0867561456,15991.3900606932,0.370822694776586
"680",2018,"SNOW","ALL",67.5,28790.4592327151,12508.3289000713,0.434460902445691
"681",2018,"SNOW","ALL",72.5,20694.6941155661,10722.1214519294,0.518109685122839
"682",2018,"SNOW","ALL",77.5,17260.6914169631,9946.24207437146,0.576236596443447
"683",2018,"SNOW","ALL",82.5,13544.4354525248,8103.65160853609,0.598301172237156
"684",2018,"SNOW","ALL",87.5,7310.13460166231,4386.18567051179,0.600014351242503
"685",2018,"SNOW","ALL",92.5,5109.24053488097,3098.44197309462,0.606438853669433
"686",2018,"SNOW","ALL",97.5,2899.60667402867,2054.77695806995,0.708639891221893
"687",2018,"SNOW","ALL",102.5,1859.49410040223,1588.52009313192,0.854275414365827
"688",2018,"SNOW","ALL",107.5,811.514139553207,758.604885958174,0.934801809338575
"689",2018,"SNOW","ALL",112.5,321.751592234794,309.541909348917,0.962052455432863
"690",2018,"SNOW","ALL",117.5,117.53801306758,115.388448049016,0.981711746162254
"691",2018,"SNOW","ALL",122.5,58.6417813937002,58.2608377609209,0.993503887096783
"692",2018,"SNOW","ALL",127.5,29.071033252706,28.9466024788062,0.995719767755819
"693",2018,"SNOW","ALL",132.5,9.34958181389911,9.32783759658577,0.997674311242347
"694",2018,"SNOW","ALL",137.5,3.45538250993879,3.45241576495304,0.999141413439116
"695",2019,"SNOW","ALL",12.5,349.700872976819,0.0171437089985484,4.90239239399462e-05
"696",2019,"SNOW","ALL",17.5,48.0647501721407,0.0348720173215724,0.000725521659775211
"697",2019,"SNOW","ALL",22.5,92.7239684407486,0.649234292938629,0.00700179580162701
"698",2019,"SNOW","ALL",27.5,224.087365015124,1.33859420751923,0.00597353718461048
"699",2019,"SNOW","ALL",32.5,115.220904526187,1.4280441091168,0.0123939671797338
"700",2019,"SNOW","ALL",37.5,103.254040010833,6.49821800837022,0.0629342736389629
"701",2019,"SNOW","ALL",42.5,1137.70867903987,30.93020658011,0.0271864029429859
"702",2019,"SNOW","ALL",47.5,5505.3908697253,293.220431531275,0.0532606019208779
"703",2019,"SNOW","ALL",52.5,9916.55230374589,1077.01429652476,0.108607736190523
"704",2019,"SNOW","ALL",57.5,11804.4679901351,2167.20264261336,0.183591725135304
"705",2019,"SNOW","ALL",62.5,18275.7442097695,3718.16135636125,0.203447876796922
"706",2019,"SNOW","ALL",67.5,21745.5041855159,5165.02931067313,0.237521708699374
"707",2019,"SNOW","ALL",72.5,25444.0287383189,7473.32086744461,0.293716099140767
"708",2019,"SNOW","ALL",77.5,25709.4471094151,9839.29881772628,0.382711412495643
"709",2019,"SNOW","ALL",82.5,19646.8949580817,8693.64294718934,0.442494499295586
"710",2019,"SNOW","ALL",87.5,12583.9308234073,6386.79025961734,0.507535391702669
"711",2019,"SNOW","ALL",92.5,8124.65118143522,4672.78087972062,0.5751361843568
"712",2019,"SNOW","ALL",97.5,4266.93581183967,2900.04465298583,0.679655092288696
"713",2019,"SNOW","ALL",102.5,2251.05652684282,1919.5975480517,0.852754040230167
"714",2019,"SNOW","ALL",107.5,981.456016652785,890.573095783036,0.907399904501374
"715",2019,"SNOW","ALL",112.5,459.577428498152,426.030361841637,0.927004538133773
